xuhao,id,title,author,abstract,keywords,perio,juanhao,issn,read_url,pdf_url,content,original_url
252,SHGJ201621016,经济回报、权力获得与自我实现——我国民办高校举办者办学动机探究,金成 王华,"民办高校举办者的办学动机可以分为经济回报、权力获得和自我实现三个方面。不同举办者所拥有的主要动机不同,有的举办者更加追求经济回报,有的举办者更希望获得组织权力,也有的举办者更加希望自我实现。随着时间的推移,民办高校的举办者越来越追求自我实现而非个人财富的积累。举办者的办学动机和学校发展水平、发现绩效之间存在深刻的互动关系。政府应在保障举办者基本权利的同时加强对其办学行为的监督。举办者需尽量调整自己的办学动机,将奉献社会作为自己主要的办学动机。 ","民办高校;
                   举办者;
                   办学动机;",教育发展研究,2016年21期,1008-3855,,"http://kns.cnki.net/kns/download.aspx?filename=pNEazhzK0xmRCtSS4VmMC9UOzMkcsVzaGxUb4YXWwNlbT9CZRhXcvNWdwFmSu5kc5ZWRUtkcFpGUIhmdvNGWpFmcv5kN2Y0R5QkMS12Nj52bW9SNysWO50EdBZXNQJXbzZEOQJWcxl1RxwUaYJFSvMFdPtGavlGW&tablename=CJFDLAST2017&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=SHGJ201621016
253,FLJY201606014,义务教育资源空间分布对学区化办学的影响——以上海市徐汇区为例,吴晶,"学区化办学是优化义务教育资源配置的举措。基于上海市徐汇区教育统计数据,对义务教育资源配置水平和空间分布进行分析。研究发现,区内义务教育的供给呈现优质教育资源集中分布在北部、教师资源配置方面北部优于南部、硬件资源配置方面南部优于北部等特征,现有学区的服务范围较为局限,优质教育资源的辐射面积并未最大化。针对各校的办学质量及空间分布现状,此研究提出了优化学区服务范围、完善学区化办学的相应对策。 ","教育资源;
                   空间分布;
                   对策建议;",湖南师范大学教育科学学报,2016年06期,1671-6124,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=FLJY201606014&uid=,"http://kns.cnki.net/kns/download.aspx?filename=2wmavYERr10KxcmMv4kQYNDbhZjb2M1MDFTTYlHeXpWMxYURKl0RwNzcPF2Zxp2NvMnNPJUYDV0VrhnVnx0TaFjcvIkZuFjcpJnVrtyRrNUezcGbjR0KZF3V0sCbJF2TyknRaRDdnZmazVlR0AjUQtUT342KMF1c&tablename=CJFDLAST2017&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=FLJY201606014
254,GJTA201611016,民办高校举办者权利的嬗变及回归,王华 王一涛 王德清,"准确地界定民办高校举办者的权利,可以厘清举办者与学校的关系,有利于保障其权利和规范其行为,促进民办高等教育的健康发展。举办者的权利是其让渡出资财产所有权而换取的对价民事权利。办学中,举办者的应有权利未得到认可和保护以及实有权利未得到约束和监督导致他们控制学校,使享有的请求性权利嬗变为支配性权力。实现举办者权利的回归,应在分类管理的框架下,推进法律法规建设,明晰和保护其应有权利;同时强化政府的行政监管、社会中介组织的舆论监督和学校内部的权力制衡,约束和监督其实有权利,达到实有权利、法定权利和应有权利三者的统一。 ","民办高校;
                   举办者;
                   权利;
                   权力;",高教探索,2016年11期,1673-9760,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=GJTA201611016&uid=,"http://kns.cnki.net/kns/download.aspx?filename=1UnV1MkdSB1LGFzTyZlb0YUQTh0V1MHc510Vkl1YNJTU1o2KIpHaHFDR0BDNL12d1lkSoh3Ua9Ec0R1c1YTewV1RnxUVM9UQrE2ZlJHMCRVY1R3LxYmZwxERah1bPVVZvpWSX5URhZWOKtWTslHZ1Z1SZNEMNhDW&tablename=CJFDLAST2017&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=GJTA201611016
255,JSGJ201606015,民办高等教育发展中政府责任的有限性及其边界,余雪冰,"民办高等教育产品的准公共性、民办高等教育存在的""市场失灵""以及""有限政府""的有限性,决定着政府在民办高等教育的发展中必须承担责任,且这种责任是有限的责任,即政府责任是有边界的。在民办高等教育发展中,政府承担有限责任的边界主要包括两方面:一是维护民办高等教育公平;二是矫正民办高等教育的市场失灵。 ","民办高等教育;
                   政府责任;
                   责任有限性;
                   责任边界;",江苏高教,2016年06期,1003-8418,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=JSGJ201606015&uid=,"http://kns.cnki.net/kns/download.aspx?filename=FpkbyMEV342dVNEbEREVoxmYpJjdDZjUjJDb0kVUONmSplDZk9SRHplS0smWPdFe3QkVx4mQYlGRmp2UudXRutSexkjcIBjbKlUUMZXQuBXYGpEUxsWWOVlZDJ3VxYldIRnRvlDRq9CUq12KqNnc1IWNHFWUxgTN&tablename=CJFDLAST2016&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=JSGJ201606015
256,XKJY201605001,民办学校分类管理的问题及其解决途径,劳凯声,"如何对民办学校进行有效的管理,取决于如何对不同性质民办学校进行合理的分类,但民办学校的分类管理改革远非想象的那么简单易行。在营利性民办学校取得合法地位之前,""合理回报""曾是对民办学校进行管理的重要分类标准,但对此的争议一直未曾间断。在当前推进民办学校分类管理之时,以办学奖励和投资回报取代""合理回报""则是一个合理的选择。税收优惠不仅是民办学校的一项法定权利,同时也是调节民办学校办学行为的重要政策杠杆,是对民办学校进行分类管理的一种重要形式。合理的税收优惠政策对不同性质的民办学校做出区别性的政策对待,以税收优惠的宽严向社会表明政府对不同性质学校鼓励和支持的程度,引导民办学校进行市场定位,各按其位、各得其所。从税收优惠的既有政策看,为有利于对民办学校的分类管理,税收优惠政策应在民办学校营利程度、教育产品属性、学校公平竞争及学校结构布局等方面进一步加强调节功能。 ","民办学校;
                   办学体制;
                   合理回报;
                   分类管理;
                   教育税收政策;",教育学报,2016年05期,1673-1298,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=XKJY201605001&uid=,"http://kns.cnki.net/kns/download.aspx?filename=qJnZzITQvNVTLVFTzUWcEJFTmZHNnJ0MLVDOoJGNrgGUMl2LPh0ZJNnUjdEc1czMhlGeE9Eb2VGcrF2dxNTaCR2VUJUT3E0UvFnb3QHaPF0LQZzNpFDcNNjRZ9GaaVGOMtERnB1LzhEa6hWak9kNBVnSshzTTpmY&tablename=CJFDLAST2016&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=XKJY201605001
257,GJXZ201610013,关于民办高校战略路径的新思考,田立强,"随着国家经济结构转型升级和高等教育改革的不断深化,民办高校的发展理念、发展定位、发展方式、发展动力和发展保障呈现出一些新特征和新转变,同时也面临着发展环境、自身发展和竞争压力的新挑战和新问题。在新形势下,民办高校需要以战略的眼光和战略的思维全新思考自身的战略路径,通过重塑价值取向、完善内部治理、推进转型发展等途径,实现更高水平和更可持续的发展。 ","民办高校;
                   战略路径;
                   可持续发展;",国家教育行政学院学报,2016年10期,1672-4038,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=GJXZ201610013&uid=,"http://kns.cnki.net/kns/download.aspx?filename=5gDUKdVapJjVQZHOyQUdnp2c4V2aQ9SVNZXW0o1d1lzTidDbvMGexF3YGlVNINHTJlzTKZkext2UklkSid2SKJlYWVEbHFXc4NXbxE0c6NEdRRVYS5GcBBFR4NldVNXS01GZjFFVw0mThtSZGpnV2YHa0dEV3kmY&tablename=CJFDLAST2016&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=GJXZ201610013
258,GJXZ201610005,秉守民办高等教育公益性的对策与实践,黄藤,"公益性是教育的本质属性,也是民办高等教育的根本要求。在民办高等教育30多年的发展历程中,培养了大批符合国民经济和社会发展需求的高素质人才,为我国高等教育事业的健康稳定发展做出了积极的贡献。从民办高校的长远发展来看,秉守教育本身的公益性,需要我们不断地探索和尝试。在公益性道路的实践过程中,民办高校总结了不少经验,也仍存在学校内部治理和外部政策环境等相关问题值得研究和反思。 ","民办高等教育;
                   公益性;
                   民办高校;
                   产权制度;",国家教育行政学院学报,2016年10期,1672-4038,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=GJXZ201610005&uid=,"http://kns.cnki.net/kns/download.aspx?filename=P5Uc2dER3JjbWp0LuZlcmVzVuVGeshmW0EHRJJ0Q0hzM1EUQHF0NJVlSlhFS5sWW3gUOGJUTRlEWm1EdvlXNQdldlNVWvcUTS1UQM5GUOZ2NypmTJBzModFUipka0VWRwMkWIBDbi1mNRBFVl5UWtxkTyU2NY90Y&tablename=CJFDLAST2016&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=GJXZ201610005
259,JYLL201628008,民办高校深化创新创业教育改革探析——以山西工商学院为例,牛三平,"民办高校的发展史本身就是一部创新创业史。传承创新创业办学历史积淀,珍惜创新创业教育前期积累,确立""创新引领创业,创业带动就业""的务实理念,实行师资队伍建设创新、就业创业教育创新、实践教学创新、育人机制创新和帮扶支持工作创新,是民办高校深化创新创业教育改革、提高人才培养质量的关键所在。 ","民办高校;
                   创新创业教育;
                   师资队伍建设;
                   就业创业教育;
                   实践教学;
                   育人机制;
                   帮扶支持工作;",教育理论与实践,2016年28期,1004-633X,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=JYLL201628008&uid=,"http://kns.cnki.net/kns/download.aspx?filename=rUndm5kV1VmQBVWa0Imdkh3cUBnNH5ESVtSTldDcoBzM3cmZzYVNtNWTNtkQSlzQ3dGWoJ2bwZnSrV0VpZkWZlzTy9ySFhjULFXYIhUMEF3UrUjezQ0Z5JkeXd1YjVHW4tSWm12bnZVQEVXN29ySqNmWkpVd4sWO&tablename=CJFDLAST2016&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=JYLL201628008
260,RMJY201619025,期待更加灵活、适切的政策促进民办教育健康可持续发展,董圣足,"<正>在顶层设计上应当有所创新,并针对民办教育存在的突出问题和矛盾,推出更加灵活、更加适切的政策措施。改革开放以来尤其是1999年第三次全国教育工作会议召开以来,在党中央、国务院相关政策的推动和激励下,我国民办教育从无到有、从小到大、从弱到强,无论是规模数量还是内涵质量均得到了长足发展。截至2015年底,全国共有各级各类民办学校16.27万所,比上年增加7435 ",,人民教育,2016年19期,0448-9365,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=RMJY201619025&uid=,"http://kns.cnki.net/kns/download.aspx?filename=olnRNVnW4kjWyckev40akJjaIpneH9Uezc0QWxWTrxWYrEWQ0QmV1Y1Q4R3NPN3U0F1ayYnds5mRalXcoNDUUdmRNdTVVZWRyVWZGNXTQJkVFlke2s2dShlbIRnR4BTNx9Ub2FzKMt2U5JWRspUes9kVStCR0NTe&tablename=CJFDLAST2017&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=RMJY201619025
261,ZGGJ201609017,民办高校“股份制-双法人”治理模式研究,赵海峰,"我国多数民办高校具有""公益""""营利""双重特征,""股份制-双法人""治理模式是能够使教育的公益性与投资的营利性之间达到较好均衡的一种民办高校法人治理模式。该模式在浙江教育股份制背景下产生并发展起来,具有融资功能强、使创办人的价值得到明确承认、克服家族式管理的不足等优势。在浙江省民办教育促进政策的规范下,具有较强的出资人权益保障机能,但其组织公益性体现机能还需要优化,比如推进利益相关者共同治理的理事会模式、完善内部治理权力的制衡机制等。 ","民办高校;
                   股份制;
                   双法人;
                   治理模式;",中国高教研究,2016年09期,1004-3667,,"http://kns.cnki.net/kns/download.aspx?filename=Lp0cpp1bsV1Nm9URJh3YxwmcGJGU2RzKrQEVEJVRtBlevkme2Y0MClkaG9GbZ1UbwEkayRWZqBFTEdUUkZ2YwdDWvkDSxsCavkXRadHcMxmTIJUTU9yUmBlMDRDN1VmW6lVOi9We4VEUSFkVwgFaJFUZQd3QGp0K&tablename=CJFDLAST2016&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=ZGGJ201609017
262,ZGDJ201618025,国外私立高校财政资助的特点与趋势,史少杰 周海涛,"财政资助是民办高校持续健康发展不可或缺的条件之一。各国政府均在不同程度上构建了相对完善的财政资助法律体系。以财政资助激发高校服务经济社会发展能力,是各国教育改革重要方向。 ",,中国高等教育,2016年18期,1002-4417,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=ZGDJ201618025&uid=,"http://kns.cnki.net/kns/download.aspx?filename=E52YMVzQQZ3ayRWQHdUY3c0RQd3QXtEOPx2VBhlWxQXV0o2KId2UBdnYiR3cwtWazZnaZR1Tot2UvZVcXN2TlZ2KVJFNQdDM4l2Khhnd41WNrYESZxkUqRUSDNnSilnWxI1Sod0MMlTaa5WSqJUdV1WTKBldDxEb&tablename=CJFDLAST2017&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=ZGDJ201618025
263,LNGD201609012,从实然到应然:论非营利民办高校的产权构建,张利国 程文,"民办高校具有独特的成长背景和发展轨迹,非营利性民办高校产权制度的实然状态与应然状态之间存在一定的脱节,甚至背离。要在制度设计、治理结构、外部环境等方面逐步培育和推进非营利民办高校的发展。具体是:一要实行""新校新办法,老校老办法""的产权界定总原则;二要明确过渡时期非营利民办高校举办人的权利义务;三要完善非营利民办高校的治理结构,加强产权方面的监管;四要明确学校终止清算后剩余财产的最终归属;五要创设非营利民办高校发展的制度环境。 ","非营利民办高校;
                   实然;
                   应然;
                   产权;",现代教育管理,2016年09期,1674-5485,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=LNGD201609012&uid=,"http://kns.cnki.net/kns/download.aspx?filename=wl2YjlWOFNDN1gHRnBzbwN0TwpETBhzQoRjNVJkU0ADeaFjUkFlcFdmd1QUZ5V3LnJTaoRXcHhFT15EVK9SU1IzZkNjbPJTSqRWMvo1b6VXRMNVexVGOqxmerYUePFkVnN3TuRTNDlzR3YmQvFkbaRVSHRESEhTU&tablename=CJFDLAST2016&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=LNGD201609012
264,LNGD201609013,教育服务合作供给视角下的民办学校:角色定位与政策支持,韩巍,"当前我国的民办教育正遭遇着在理念上受到高度重视,但在政策和现实中却处于发展相对无力的悖论。从教育服务公私合作供给的角度来看,可以将教育服务的供给模式划分为五种模式:教育产业化模式、企业化办学模式、非营利模式、政府购买模式、传统公办和捐助模式。如果将民办学校作为分析的中心,从民办学校的数量(所占比重)和性质(公益性还是营利性)两个维度出发,可以建构出民办学校在这五种模式中所扮演角色的一个分析框架。在未来,应该建立起民办学校和公办学校合作发展的制度安排;合理界分非营利性民办教育和营利性民办学校,制定分类管理的政策体系;在不同教育阶段和领域,要对民办学校的功能从质和量两个层面做出顶层设计。 ","民办学校;
                   公私合作;
                   角色定位;
                   政策支持;",现代教育管理,2016年09期,1674-5485,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=LNGD201609013&uid=,"http://kns.cnki.net/kns/download.aspx?filename=lJTO0oVTCpWbrZkWXhTZXtCUXNlaTREMhlWZBRVOwBHUh5GRGBjbkR0NB9SYNN0YaJnRFJHckhmZEJXcpZWMRt2SahHdrZlcj9UN2R2REhlR3N2Q05kbQJTVaVEUndWRqRkakR3QnN1UEVmbvBjQ5wEaZV0UPVHZ&tablename=CJFDLAST2016&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=LNGD201609013
265,LNGD201609010,民办学校分类管理的现实基础与基本路径,卢威,"在我国民办教育领域投资办学和捐资办学并存的局面下,分类管理的缺失带来了诸多困境。现今,无论从民办教育发展内部矛盾来看,还是从经济环境、思想基础和政策走向观之,实施分类管理都具备了一定的可行性。分类管理要坚持多元性取向,允许营利性与非营利性民办学校和谐共存;坚持公益性取向,重点发展非营利性民办学校;坚持公平性取向,为两类民办学校采取有针对性的管理措施。其实践思路是在合理划分营利性与非营利性民办学校基础上,完善分类登记制度,将非营利性民办学校同公办学校一样登记为事业单位法人,将营利性民办学校登记为企业法人,并基于整体扶持与区别对待相结合的原则跟进配套政策。实施过程中,要借鉴发达国家经验,求索本土管理模式;打破各自为政局面,部门地方通力配合;推行地方先行试点,汲取经验总结教训。 ","民办学校;
                   分类管理;
                   现实基础;
                   基本路径;",现代教育管理,2016年09期,1674-5485,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=LNGD201609010&uid=,"http://kns.cnki.net/kns/download.aspx?filename=2g3dap2bOF2dYl1b4ZjSB1mQ5ZzRmVWQ1FEZrV0aPFkeysSTTd0VwZnZJB1L3YDeX5EVYJlUCVVWJpWVSt2M5onRoNUc4kkcJpmStd0LJ90cUFlWZ5EVj1EVrNGcz8ERFJ1Z0o2L3h2QrlHRVR3SHxWQlhzb00EO&tablename=CJFDLAST2016&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=LNGD201609010
266,LNGD201609011,我国非营利性民办高校基本意涵及发展态势,何国伟,"我国非营利性民办高等教育是高等教育体系的重要组成部分,也是民办高等教育事业发展的重要增长点和促进高等教育改革的重要力量。我国非营利性民办高校的兴起和发展是经济社会发展的必然结果,有其独特的性质、特点、规则和功用,并始终服务于一定经济社会的发展。我国非营利性民办高校发展态势良好,不断凸显其独特优势,并在诸多方面发挥着重要作用,为社会更多的人群提供了接受高等教育的机会和形式多样的高等教育产品和服务,满足了社会更多人群的高等教育需求。 ","非营利性民办高校;
                   公益性;
                   功用;
                   兴起;
                   态势;",现代教育管理,2016年09期,1674-5485,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=LNGD201609011&uid=,"http://kns.cnki.net/kns/download.aspx?filename=KBFeZJWWuBVdlZ3ZTlVZyU2dOdEWCJVTQRDR3VmShh3KxoXb3FzY4QDe4lEaydTbSRUQ1gkQ6hnZ1FXdIZHOKdERVxUR4VERBZzczZWTtJzSzAHR4IjQ2AnRUR1KwVnT1YGN3o0KBljYVtkRNVlT1llbodHa4lmT&tablename=CJFDLAST2016&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=LNGD201609011
267,GJXZ201609012,加强民办高校党建的路径思考,张瑜,"民办高校党建是高校党建的一个重要部分,由于其治理结构的特殊性,民办高校党建存在弱化的问题。本文在深入剖析其产生问题原因的基础上,提出以《中国共产党党章》为依据加强党的建设,将营利性民办高校分离出高等学历教育体系,实行严格的举办准入制度,建立健全法人财产权管理和保障机制,加强办学行为风险防控机制建设及育人质量标准体系建设等。 ","民办高校;
                   党的建设;
                   实现路径;",国家教育行政学院学报,2016年09期,1672-4038,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=GJXZ201609012&uid=,"http://kns.cnki.net/kns/download.aspx?filename=vE0cMZnWwA1YNVkbGhnepR1bmJ2cOh3MTZFNulHMaRnVEVzZupGM1Y3Y5ZEcOVXQVpHSyMlV5RURjNVYvQHViNEa58ydp9WdxgFTVh0UjJTRyF0S4kHeK10Z0JUQwhHV1h1NxZldNh3asd2dwE3Mv5mV69SYF9SO&tablename=CJFDLAST2016&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=GJXZ201609012
268,JYYJ201609004,农民工随迁子女在城市接受义务教育的现实困境与政策选择,邬志辉 李静美,"保障农民工随迁子女平等就学升学权利,是推进新型城镇化和实现社会公平正义的内在要求。农民工携带子女进城的总体态势呈现三大特征:农民工子女随迁率低,但呈不断增长态势,未来城镇潜在就学升学压力巨大;特大以上城市农民工子女携带率低,大中小城市携带率高,教育洼地效应明显;第三产业农民工子女携带率高,第二产业携带率低,产业转移带动子女困难。从根本上解决农民工随迁子女在城市接受义务教育所面临的就读公校难、教育花费高、参加中考难及学习适应难等问题,须建立城市学位预报预警系统,引导农民工有序携带子女流动;扩大城市公办学校学位供给,缓解流入地政府教育财政压力;政府购买民办学校教育服务,切实减轻农民工家庭教育负担;改革随迁子女中考服务政策,探索随迁子女针对性补偿教育。 ","新型城镇化;
                   随迁子女;
                   义务教育;",教育研究,2016年09期,1002-5731,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=JYYJ201609004&uid=,"http://kns.cnki.net/kns/download.aspx?filename=qd1R48ER2UUakpVa3JnNMRUerY1ZYtyUxkWOLx2as50TwRHNEBDOSpVbPlTbohjTpV2LhZ2Y2V3cK5UdQxESVRURB5EM5AjWSVmUz1GV5glevUkRCtWRtxUWRxkaINnY0gXW18UYXp1dTR3Q3oVdSJFZLVGRMtkV&tablename=CJFDLAST2016&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=JYYJ201609004
269,ZJYX201609005,论政府购买教育服务的制度建设与合同设计——基于对国外经验的借鉴与反思,董鸣燕,"20世纪80年代,国外政府为了解决政府公共教育财政危机问题,提高公立教育系统的质量与效率,实施购买教育服务。从国外已形成的较为成熟的政府购买教育服务运行机制来看,完备的制度建设是政府购买教育服务的基本保障,良好的合同设计是政府购买教育服务的前提基础,平衡各方关系是政府购买教育服务的重要举措。探求我国处于起步阶段的政府购买教育服务新路径,有必要对政府购买教育服务的国外经验予以研究和借鉴。 ","政府购买教育服务;
                   承接主体;
                   购买合同;
                   风险控制;",中国教育学刊,2016年09期,1002-4808,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=ZJYX201609005&uid=,"http://kns.cnki.net/kns/download.aspx?filename=wp1V04Ue2l1Vzl2R38GN1ZGRQh3T0UGVjhXUmpFdMp2VrIjbIlTShdnc092NlZWWFxmNWpFRZpVYEpncLp3aUpWSzNnUW9mQVlUa1VDTQR0LvsiYKZVZhF3dwEXOklkMo92ZVZDMyBzQs1UNYRHZZ1kVXNleH9Wb&tablename=CJFDLAST2016&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=ZJYX201609005
270,SHGJ201617016,我国民办教育发展的动向和思考,周海涛 闫丽雯,"随着教育改革和发展进入新阶段,我国民办教育呈现出一些明显的趋向性特征。总的来看,举办者的营利取向渐趋淡化,教育情怀日益彰显;传统的办学逻辑难以为继,遵循教育内在规律已成趋势;发展模式由""活下去""的硬实力求存向""活好活久""的软实力增强过渡;法人登记和产权制度不断完善,深层次问题亟待解决;政府扶持力度有所加大,经费来源有待拓展;师生合法权益得到一定保障,权益保障机制仍待健全;内部规范意识强化,法人治理结构建设步伐有望加速;办学自主权有所扩大,放、管、服需要同步升级。 ","民办教育;
                   发展;
                   动向;
                   建议;",教育发展研究,2016年17期,1008-3855,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=SHGJ201617016&uid=,"http://kns.cnki.net/kns/download.aspx?filename=FRnZYJTYzRGcX1WMI52KTpXMZFWaB5WbPl2QKZ3RlJFU6hUanFHcoRkbQNneRF2UZ9mdNJkU0lXcZpESG9yMyEVSYpWOzdmdKJFbnBTT2JWZBNjW1pHR0dlaoV0br8SY11UTkRmYJF1SJdzb1UnbDZTdrZXOSh0S&tablename=CJFDLAST2016&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=SHGJ201617016
271,SHGJ201617017,民办本科院校专业设置的问题、成因与对策——基于129所民办本科院校的调查,潘奇 阙明坤,"在民办本科院校转型发展的关键期,专业设置问题更加凸显。调查发现,当前民办本科院校在专业设置过程中仍存在同质化、偏好低成本专业、与社会需求脱节以及单一数量扩张等问题。理念缺乏、设置决策随意性大、执行程序缺失及教学一线需求被抑制等是造成专业设置出现问题的根本性原因,本文试从重构民办院校内部专业设置系统的角度提出相关对策。 ","民办本科高校;
                   专业设置;
                   问题;
                   成因;
                   对策;",教育发展研究,2016年17期,1008-3855,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=SHGJ201617017&uid=,"http://kns.cnki.net/kns/download.aspx?filename=mhlT3hWWQRmZnZ2SvRGOthTN4oWdwZGd1Z0NnhmNCNTUilUMuJ2QwlWRvkWMrhnNShnN6ZVUxBXZGRkYyJDTwdWUtpkQ5YzYkRnULRUYmRUa0kUZjhkbZVmaVpGaSRTbxZ0dGFzNoxWdwcGe2dXNslmRIJmcPNzV&tablename=CJFDLAST2016&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=SHGJ201617017
272,SHGJ201617002,民办高校转型发展的四个着力点,杨雪梅,"<正>当前,党中央、国务院大力引导支持地方高校向应用技术型大学转型,为产业升级、创新驱动提供人才、智力、技术和服务支撑,推动""中国制造""走向""中国创造""。从这个意义上讲,向应用技术型大学转型,是国家对高等教育全面深化改革作出的科学决策,也是民办高校的发展方向。民办高校作为推动我国高等教育改革发展的重要力量,应主动适应地方产业经济转型升级、技术进步、社会和公共服务发展对高等教育提出的新要求,推进教育教学综合改革,实现弯道超车。在转型发展过程中,民办高校应重视以下四个着力点:一是以先进办学理念为引领。办学理念是引领民办高校全面深化改革的灵魂,制定符合时代发展、鲜明而富 ",,教育发展研究,2016年17期,1008-3855,,"http://kns.cnki.net/kns/download.aspx?filename=t5kbBZHb5Q2Q1VTVqNzcvZVVVtEcipmQKFnWjFTUmtCNxE0T5BnWwQjUzplRKd0bNVzSRh2awZHRuZWSlZ0TINWc0dmVkRlZS9EdklnYwMUVxdTM5c1R0YTaPVVMzR0KJN2ViFWOQ90M3UnSTh2S08mZXhlMOhTd&tablename=CJFDLAST2016&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=SHGJ201617002
273,JYLL201624002,试论非营利性民办高校的两种基本属性——基于第三部门理论和公共组织理论视角,何国伟,"非营利性民办高校具有第三部门和公共组织两种属性。第三部门是指不属于第一部门和第二部门的所有组织部门的集合。公共组织是在特定历史时期形成和发展起来的一个以奉献和服务为宗旨的正式组织机构,包括政府与非营利性组织,其最大特点就是公共性,目的在于维护和实现整体利益。根据第三部门理论和公共组织理论的意涵可知,作为不以营利为目的、不计经济回报、履行政府部分公共职能的非营利性民办高校具有第三部门和公共组织属性,既属于第三部门,也属于公共组织。 ","非营利性民办高校;
                   第三部门属性;
                   公共组织属性;",教育理论与实践,2016年24期,1004-633X,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=JYLL201624002&uid=,"http://kns.cnki.net/kns/download.aspx?filename=ZFFN5NTaNZWUlJVRNhHZuRWcxFFOrdlV1tUcqRWTXFmMhRDeod0dOZHc5FlcFFDbExWWC9UVuh1SR5WavsyS3Jjd0YHMLlWOxJVdCNUYZ9CcYNlT3MFNu5UWnNDesNjbxZXc342Na1EaQdTZFVnZ4UWWyMDW1ITe&tablename=CJFDLAST2016&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=JYLL201624002
